ID,ID JUEGO,TEMA ,SUBTEMA,TEXTO INTRODUCTORIO,PREGUNTA,RESPUESTAS A,RESPUESTA B,RESPUESTA C,RESPUESTA CORRECTA,TEXTO FINAL,CALIFICACIÓN 1-5
,553,Ecología y ambiente,,"El Ártico es el hogar de algunas de las comunidades indígenas más antiguas del mundo, como los Inuit. ",¿Qué animal es un recurso importante para las comunidades Inuit y se ve amenazado por el cambio climático?,Renos,Osos polares,Caribús,B,"El oso polar (Ursus maritimus), es un recurso importante para las comunidades Inuit y se ve amenazado por el cambio climático. Los osos polares dependen del hielo marino para cazar focas, que constituyen su principal fuente de alimento. Sin embargo, debido al calentamiento global y al consecuente deshielo del Ártico, se está reduciendo el hábitat de hielo marino, lo que dificulta la caza y supervivencia de los osos polares.",5
,554,Ecología y ambiente,ecosistema,Los arrecifes de coral son una parte vital del ecosistema oceánico.,¿Qué sustancia química es un factor que contribuye a la decoloración de los arrecifes de coral?,Ozono,Dióxido de carbono,Ácido sulfúrico,B,"Además del estrés térmico, otros factores como la contaminación, la acidificación del océano y la sobreexplotación también pueden contribuir a la decoloración de los arrecifes de coral.",4
,555,Ecología y ambiente,,"La producción de carne requiere grandes cantidades de agua, lo que tiene un impacto significativo en la escasez de este recurso.",¿Cuántos litros de agua se necesitan para producir 1 kg de carne de res?,"5,000 litros","10,000 litros","15,000 litros",C,"El consumo de carne es uno de los mayores contribuyentes a la crisis climática global, ya que la producción de carne genera altos niveles de gases de efecto invernadero.",5
,556,Ecología y ambiente,plásticos,"Los plásticos de un solo uso como bolsas, sorbetes y cubiertos son un gran problema ambiental debido a la cantidad masiva de desechos que generan.",¿Cuál es la medida más efectiva para reducir el uso de plásticos de un solo uso?,Reciclar más,Usar más productos de plástico,Promover leyes que prohiban su fabricación,C,"Es importante abordar este problema de manera integral, involucrando a gobiernos, industrias, comunidades y consumidores para lograr un cambio significativo en la reducción del uso de plásticos de un solo uso.",3
,561,Ecología y ambiente,sobrepesca,La sobrepesca es una práctica que pone en peligro la vida marina y el equilibrio de los ecosistemas acuáticos.,¿Cuál de las siguientes opciones es una solución para combatir la sobrepesca?,Incrementar la cantidad de barcos pesqueros,Regular la pesca y establecer límites de captura,Fomentar la pesca indiscriminada,B,Regular la pesca y establecer límites de captura para asegurar la sostenibilidad de las poblaciones de peces.,1
,562,Ecología y ambiente,,La Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestres (CITES) es un tratado internacional que busca proteger a las especies de la sobreexplotación comercial. ,¿Cuál es el principal objetivo de este tratado? ,Proteger a las especies en peligro de extinción,Reglamentar el comercio internacional de especies,Limitar la caza y pesca de especies protegidas,B,CITES establece un sistema de permisos y certificados para controlar el comercio internacional de especies de fauna y flora silvestres y prevenir su sobreexplotación.,5
,563,Ecología y ambiente,,La industrialización en el siglo XX lleva a generalizar el mismo modelo tecnológico en todos los países.,¿Cuál es la característica del modelo tecnológico que implementa la industrialización en el siglo XXI?,El uso masivo del petróleo y sus derivados,El uso intensivo de carbón,El uso masivo del agua,A,"Conocido como modelo de desarrollo basado en combustibles fósiles, la dependencia del petróleo como fuente de energía y materia prima para la industria tuvo un impacto significativo en la economía global y en la forma en que se producen bienes y servicios.",5
,564,Ecología y ambiente,,Las reservas naturales son áreas protegidas que buscan preservar la biodiversidad y los ecosistemas naturales.,¿Cuál es la reserva natural más grande del mundo?,"Reserva Nacional de Fauna Andina Eduardo Avaroa, Bolivia","Reserva de la Biosfera Sian Ka'an, México",Reserva Natural de la Biosfera de de la Amazonia,C,"La reserva natural más grande del mundo es la Reserva Natural de la Biósfera de la Amazonia, que abarca partes de varios países, incluyendo Brasil, Perú y Colombia. Fuente: UNESCO.",5
,565,Ecología y ambiente,,Muchas comunidades indígenas dependen de los recursos naturales para su subsistencia y han desarrollado prácticas sostenibles de uso de los mismos. ,¿Qué técnica utilizan las comunidades indígenas para la pesca sostenible en América Latina?,Pesca con dinamita,Pesca con redes de arrastre,Pesca selectiva,C,"La pesca selectiva es considerada una técnica sostenible porque permite la captura de peces de manera precisa, evitando daños innecesarios a otras especies y minimizando la captura accidental de especies no deseadas o protegidas. Se reduce el impacto sobre los recursos pesqueros y se promueve una pesca más equilibrada y responsable.",5
,566,Ecología y ambiente,,Las comunidades indígenas han sido reconocidas por su papel importante en la preservación de la biodiversidad en sus territorios. ,¿Qué técnica utilizan las comunidades indígenas en la Amazonía para mejorar la calidad del suelo y reducir la erosión?,Tala de bosques,Agricultura mecanizada,Agricultura de roza y quema,C,"La agricultura de roza y quema es una técnica de agricultura tradicional utilizada por muchas comunidades indígenas en la Amazonía. Implica la tala selectiva de pequeñas áreas de bosque, seguida de la quema de la vegetación cortada. Los cultivos se siembran en la tierra quemada, utilizando los nutrientes liberados por la quema.",5
,611,Ecología y ambiente,agricultura,La producción de soja está asociada a la degradación de los suelos tanto por el uso de agroquímicos como por la cantidad de tiempo que se dedica a ese tipo de cultivos. ,¿Cuál de las siguientes opciones NO es un método para reducir el impacto ambiental de la agricultura?,Rotación de cultivos,Uso de pesticidas naturales,Monocultivo,C,"La práctica continua de cultivar una sola especie de cultivo en el mismo lugar durante largos períodos de tiempo puede agotar los nutrientes específicos del suelo necesarios para esa planta en particular. Además, el uso intensivo de agroquímicos como pesticidas y fertilizantes puede alterar la composición y la salud del suelo con el tiempo.",3
,612,Ecología y ambiente,contaminación,La contaminación del aire es un problema global que afecta la salud humana y el ambiente.,¿Qué tipo de contaminación del aire es más común en las ciudades?,Contaminación por polvo,Contaminación por smog,Contaminación por pesticidas,B,"Estos contaminantes pueden tener efectos perjudiciales para la salud humana, como problemas respiratorios, enfermedades cardiovasculares y reducción de la calidad de vida. Reducir la contaminación del aire en las ciudades es crucial para proteger la salud de las personas y mejorar la calidad del entorno urbano.",4
,613,Ecología y ambiente,,"El Convenio de Rotterdam busca promover la responsabilidad compartida y los esfuerzos conjuntos de las Partes en la esfera del comercio internacional de ciertos productos, a fin de proteger la salud humana y el ambiente. ",¿Qué tipo de productos alcanza el Convenio de Rotterdam?,Desechos químicos industriales,Desechos orgánicos,Productos reciclables,A,El Convenio de Rotterdam (ley 25.278) alcanza a los productos químicos industriales y plaguicidas prohibidos o rigurosamente restringidos y a las formulaciones de plaguicidas extremadamente peligrosas.,5
,614,Ecología y ambiente,contaminación,La contaminación del aire es un problema grave en muchas ciudades del mundo y puede tener efectos negativos en la salud humana,¿Qué tipo de contaminación se produce cuando se queman combustibles fósiles como el petróleo y el gas?,Contaminación sonora,Contaminación térmica,Contaminación atmosférica,C,"Cuando se queman combustibles fósiles como el petróleo y el gas, se produce contaminación atmosférica en forma de emisiones de gases y partículas. Los principales contaminantes del aire resultantes de la quema de combustibles fósiles incluyen dióxido de carbono, óxidos de nitrógeno, dióxido de azufre y partículas finas.",3
,615,Ecología y ambiente,energías renovables,La energía solar es una fuente limpia y renovable de energía que puede ayudar a reducir las emisiones de gases de efecto invernadero.,¿Cuál de los siguientes materiales es utilizado en la fabricación de paneles solares?,Plomo,Silicio,Mercurio,B,"Los paneles solares, también conocidos como paneles fotovoltaicos, están compuestos principalmente de materiales semiconductores como silicio, que permiten la conversión de la luz solar en electricidad.",5
,616,Ecología y ambiente,calentamiento,"El calentamiento global está alterando los ciclos de vida de los animales, incluyendo la migración de especies.",¿Cuál es el principal impacto del cambio climático en la migración de las aves?,Cambio en los patrones de migración,Reducción del número de aves migratorias,Retraso en la migración de las aves,A,"El principal impacto del cambio climático en la migración de las aves es la alteración de los patrones migratorios, incluyendo cambios en las rutas de migración y tiempos de llegada debido a las fluctuaciones en la disponibilidad de alimentos y las condiciones climáticas en sus áreas de reproducción y de invernada.",5
,621,Ecología y ambiente,,Las comunidades indígenas son esenciales para la conservación de la biodiversidad en muchas partes del mundo. ,¿Cuál de estas comunidades ha sido reconocida como la mejor guardiana del planeta por la revista Time en 2021?,Maasai en Kenia,Yanomami en Brasil,Inuit en Canadá,B,La revista Time reconoció a los Yanomami en Brasil como la mejor guardiana del planeta debido a sus esfuerzos en la lucha contra la deforestación y la minería ilegal en su territorio. Los Yanomami han trabajado incansablemente para proteger su hogar y han sido un modelo para otras comunidades indígenas en todo el mundo.,5
,622,Ecología y ambiente,contaminación,"El ozono es una forma de oxígeno que se encuentra en la atmósfera de la Tierra. Los altos niveles de ozono pueden irritar los ojos, la nariz, la garganta y los pulmones.",¿Dónde es beneficioso el ozono en la atmósfera?,En la atmósfera cercana a la superficie de la Tierra,En la estratosfera,En ambos lugares,B,"Aunque el ozono es beneficioso en la atmósfera superior, es dañino en la atmósfera cercana a la superficie de la Tierra, donde puede causar problemas de salud.",4
,623,Ecología y ambiente,desastres,Los deslizamientos de tierra son un tipo de movimiento en masa que ocurre cuando la tierra se mueve hacia abajo por una pendiente.,¿Qué tipo de terreno es más susceptible a los deslizamientos de tierra?,Terreno plano,Terreno inclinado,Terreno rocoso,B,Los terrenos inclinados son más propensos a los deslizamientos de tierra debido a la fuerza gravitatoria.,1
,624,Ecología y ambiente,agua,Los océanos son fundamentales para la vida en la Tierra ya que regulan el clima y son fuente de recursos para millones de personas.,¿Qué porcentaje de la superficie de la Tierra cubren los océanos?,71 %,41 %,21 %,A,"Además de regular el clima y proporcionar alimentos y recursos, los océanos desempeñan un papel crucial en la producción de oxígeno, ya que generan alrededor del 50% del oxígeno del planeta. También actúan como sumideros de carbono, absorbiendo grandes cantidades de dióxido de carbono de la atmósfera, lo que ayuda a mitigar el cambio climático.",4
,625,Ecología y ambiente,,El Convenio de Ramsar se firmó en 1971 en la ciudad iraní del mismo nombre. Este convenio se enfoca en la protección de un ecosistema en particular. ,¿Cuál es el ecosistema protegido por el Convenio de Ramsar?,Arrecifes de coral,Humedales,Selvas tropicales,B,"El Convenio de Ramsar, firmado en 1971, tiene como objetivo la conservación y el uso sostenible de los humedales, que son definidos como áreas de marismas, pantanos y turberas, o superficies cubiertas de agua, ya sea artificial o natural, permanentes o temporales, estancadas o corrientes, dulces, salobres o saladas.",5
,626,Ecología y ambiente,energías renovables,"La energía eólica es una de las fuentes de energía renovable más antiguas y populares del mundo. A medida que la tecnología ha mejorado, los molinos de viento se han vuelto cada vez más eficientes y potentes, lo que ha hecho que la energía eólica sea una alternativa cada vez más viable a los combustibles fósiles.",¿Cuál es el país líder en la producción de energía eólica en el mundo?,Canadá,China,Dinamarca,B,"Según la Asociación Mundial de Energía Eólica, China es el país líder en la producción de energía eólica en el mundo. En 2020, China generó más del 32% de la energía eólica mundial, seguida de Estados Unidos y Alemania.",5
,631,Ecología y ambiente,energías renovables,La energía renovable se está convirtiendo en una forma cada vez más popular de generar electricidad.,¿Qué tipo de energía renovable utiliza el viento para generar electricidad?,Energía solar,Energía hidráulica,Energía eólica,C,Se pueden emplear aerogeneradores pequeños para aprovechar la energía eólica si las condiciones lo permiten.,5
,632,Ecología y ambiente,ecosistema,Los arrecifes de coral son ecosistemas marinos muy diversos que albergan una gran cantidad de especies de animales y plantas.,¿Cuál es la principal amenaza para los arrecifes de coral en todo el mundo?,La disminución de la temperatura del agua,La pesca con arpón,Aumento de la temperatura del agua,C,"El aumento de las temperaturas del agua y la acidificación oceánica asociados al cambio climático son factores clave que contribuyen a la decoloración y muerte de los corales, un fenómeno conocido como blanqueamiento coralino. Este proceso debilita los arrecifes y pone en peligro la supervivencia de las especies que dependen de ellos. Otros factores de amenaza incluyen la contaminación, la pesca destructiva y la degradación del hábitat costero.",3
,633,Ecología y ambiente,agricultura,"El monocultivo de eucaliptos es común en algunas regiones del mundo debido a su rápido crecimiento y uso en la industria de la pulpa y el papel. Sin embargo, este tipo de cultivo puede tener consecuencias negativas en el ambiente, como la pérdida de suelo fértil y la alteración de los ecosistemas locales.",¿En qué país se ha producido una importante expansión de monocultivos de eucaliptos?,Brasil ,España ,Argentina,A,"Brasil ha experimentado una importante expansión de monocultivos de eucaliptos en los últimos años. Sin embargo, esta práctica ha generado preocupaciones en relación con la deforestación, la pérdida de biodiversidad y los impactos negativos en los suelos.",4
,634,Ecología y ambiente,lluvia ácida,"La lluvia ácida es un fenómeno que se produce cuando determinados compuestos se mezclan con el agua en la atmósfera, formando ácidos que caen a la tierra en forma de lluvia.","¿Cuáles son los compuestos que al mezclarse, producen la lluvia ácida?",Dióxido de carbono y metano,Ozono y monóxido de carbono,Óxido de nitrógeno y azufre,C,"Estos gases son producidos principalmente por la actividad humana, como la quema de combustibles fósiles y la industria, y pueden tener graves consecuencias para la salud humana y los ecosistemas.",5
,635,Ecología y ambiente,desastres,"Las bombas atómicas lanzadas por Estados Unidos sobre las ciudades japonesas de Hiroshima y Nagasaki en agosto de 1945, tuvieron consecuencias devastadoras. La explosión y la radiación causaron la muerte inmediata de decenas de miles de personas, y miles más murieron en los años siguientes debido a enfermedades relacionadas con la exposición a la radiación. ",¿Cuál fue el nombre de la primera bomba atómica lanzada sobre Hiroshima?,Little Boy,United Nation,Trinity,A,"El nombre de una de las dos bombas atómicas lanzadas por Estados Unidos durante la Segunda Guerra Mundial sobre Hiroshima fue ""Little Boy"". La otra fue ""Fat Man"" lanzada sobre Nagasaki tres días después. ",5
,636,Ecología y ambiente,,"La explosión de una planta química en Bhopal, India, en 1984 causó la muerte de miles de personas y la exposición de cientos de miles de gases tóxicos.",¿Cuál fue el nombre de la planta química que explotó en Bhopal en 1984?,Union Carbide,Dow Chemical,Monsanto,A,"La planta química de Union Carbide explotó en la ciudad de Bhopal en 1984, liberando gases tóxicos que causaron la muerte de miles de personas y la exposición de cientos de miles más.",5
,641,Ecología y ambiente,ecosustentabilidad,La ecosustentabilidad es una forma de vivir en armonía con el ambiente y promover su cuidado.,¿Qué tipo de productos podemos utilizar para fomentar la ecosustentabilidad?,Productos de un solo uso,Productos biodegradables,Productos no reciclables,B,"Para fomentar la ecosustentabilidad, puedes optar por productos y prácticas que sean respetuosos con el ambiente. Algunas opciones incluyen: Productos de limpieza ecológicos biodegradables que no contengan químicos nocivos. Productos de papel reciclado, bombillas LED de bajo consumo, productos reutilizables como bolsas reutilizables, botellas de agua y recipientes reciclables, en lugar de productos desechables de un solo uso. Productos y alimentos orgánicos.",2
,642,Ecología y ambiente,sobrepesca,La sobrepesca es un problema grave que afecta a los océanos del mundo.,¿Cuál de las siguientes opciones es una forma en que la sobrepesca afecta negativamente los ecosistemas oceánicos?,La reducción de la biodiversidad de especies de peces,El aumento de la temperatura del agua del océano,El aumento de la cantidad de plancton en el océano,A,La sobrepesca es un problema que puede tener efectos devastadores en la biodiversidad marina y en la sustentabilidad a largo plazo de los ecosistemas oceánicos.,3
,643,Ecología y ambiente,,El consumo excesivo de carne se ha relacionado con un mayor riesgo de obesidad y enfermedades relacionadas con la dieta.,¿Cuántos animales se sacrifican en todo el mundo para consumo humano cada año?,1.000 millones,5 mil millones,70 mil millones,C,"Aproximadamente 70 mil millones de animales terrestres son sacrificados cada año para consumo humano en todo el mundo, según la organización World Animal Protection.",5
,644,Ecología y ambiente,desastres,"Los desastres naturales son eventos impredecibles que pueden causar una gran cantidad de daños al ambiente y a la vida humana. Los huracanes y erupciones volcánicas son algunos de los desastres naturales más devastadores que existen. Aunque no podemos controlar estos eventos, podemos tomar medidas para prepararnos y minimizar los daños.",¿Cuál de los siguientes no es un desastre natural?,Derrame de petróleo,Terremoto,Tsunami,A,"Un derrame de petróleo no es causado por procesos naturales o fenómenos geológicos, sino que es el resultado de actividades humanas. Sin embargo, pueden tener un impacto devastador en el ambiente y la vida silvestre. A menudo se consideran desastres ambientales graves.",1
,645,Ecología y ambiente,ecosistema,"Los ecosistemas son comunidades de seres vivos y su entorno físico, que interactúan entre sí y con el ambiente. Cada ecosistema tiene características únicas, como la cantidad de luz solar, la temperatura, la humedad y el tipo de suelo. Estos factores influyen en los tipos de organismos que viven en el ecosistema y en cómo interactúan entre sí.",¿Cuál es la principal causa de la pérdida de hábitats naturales en todo el mundo?,La urbanización y el crecimiento de la población humana,La acidificación de los océanos,La actividad volcánica y los desastres naturales,A,"La conversión de bosques en áreas urbanas, la construcción de presas y la expansión de la agricultura son solo algunos ejemplos de cómo las actividades humanas han afectado a los ecosistemas naturales y han llevado a la pérdida de especies y la disminución de la biodiversidad.",3
,646,Ecología y ambiente,,"Los acuíferos son vulnerables a la contaminación, lo que puede afectar su calidad y disponibilidad de agua.",¿Cuál es el acuífero más grande de América del Norte?,Acuífero de Floridan,Acuífero de Edwards,Acuífero de Ogallala,C,"El Acuífero de Ogallala es el más grande de América del Norte, con un área de 450.000 km² que se extiende desde Dakota del Sur hasta Texas.",5
,651,Ecología y ambiente,permacultura,La permacultura es una opción sostenible comparada con la agricultura convencional.,¿Cuál es la diferencia entre la agricultura convencional y la permacultura?,La agricultura convencional usa pesticidas y fertilizantes químicos,La permacultura es más costosa,La agricultura convencional es más amigable con el ambiente,A,La permacultura utiliza técnicas naturales y ecológicas para producir alimentos de manera más sostenible y saludable. Por lo que no necesita de agrotóxicos para garantizar la producción de alimentos. ,4
,652,Ecología y ambiente,activismo medioambiental,"Berta Cáceres Flores fue una líder indígena lenca, feminista y activista de la ecología hondureña. Fue asesinada después de años de haber recibido amenazas contra su vida.",¿Contra qué proyecto luchó la reconocida activista Berta Cáceres?,Proyecto Manhattan,Proyecto hidroeléctrico Agua Zarca,Proyecto Amazonas,B,"La promoción de prácticas agrícolas sostenibles, como la agroforestería y la agricultura de conservación, puede ayudar a reducir la necesidad de deforestar para la expansión agrícola y minimizar los impactos negativos en el ambiente.",4
,653,Ecología y ambiente,minería,El litio es uno de los minerales más demandados del mundo.,¿Para qué es utilizado el litio?,Fabricación de baterías recargables,Reducir el consumo de madera,Promover la agricultura sostenible.,A,"El litio es uno de los minerales más demandados del mundo debido a su uso en la fabricación de baterías recargables de iones de litio. Estas baterías son esenciales para una amplia gama de dispositivos electrónicos, desde teléfonos móviles hasta vehículos eléctricos, y son cruciales para el almacenamiento de energía renovable a gran escala. La creciente transición hacia la electrificación y la energía limpia ha impulsado la demanda de litio, convirtiéndolo en un recurso estratégico en la actualidad.",2
,654,Ecología y ambiente,,"El Convenio de Basilea, aprobado por Ley 23922 en 1991, es un tratado internacional que busca controlar el movimiento transfronterizo de desechos peligrosos y su eliminación. ",¿A qué país del continente Europeo pertenece la ciudad de Basilea?,Alemania,Finlandia,Suiza,C,"El Convenio de Basilea se enfoca en proteger la salud humana y el medio ambiente de los desechos peligrosos, alentando prácticas responsables en su manejo. Nos recuerda nuestra responsabilidad de preservar el entorno y promover un futuro sostenible para todos.",5
,655,Ecología y ambiente,agricultura,"El cultivo de palma aceitera es una de las principales causas de deforestación en algunos países tropicales. Además, su expansión ha tenido graves consecuencias para las comunidades locales y la biodiversidad.",¿En qué región del mundo se encuentra la mayor parte de los cultivos de palma aceitera?,América latina,África,Asia,C,"La mayor parte de los cultivos de palma aceitera se encuentra en el Sudeste Asiático, con Indonesia y Malasia siendo los principales productores. Estos dos países representan la mayor proporción de la producción mundial de aceite de palma. Esto ha llevado a la deforestación de vastas áreas de bosques tropicales.",3
,656,Ecología y ambiente,reciclaje,"La superficie estimada de la Antártida Argentina es de 1.461.597 km², de la cual 965.314 km² corresponden a tierra firme. La capa de hielo en la calota glaciar tiene un espesor de 2 km en promedio y las temperaturas oscilan entre 0 °C en verano y -60 °C en invierno aunque en ciertos puntos puede descender a aproximadamente los -82 °C.",¿Con cuántas bases antárticas cuenta la Argentina?,Ninguna,1,13,C,Argentina cuenta con 6 bases antárticas permanentes y 7 bases de verano.,4
,661,Ecología y ambiente,ecosistema,"Los ecosistemas acuáticos y terrestres, como ríos, lagos y humedales, son esenciales para la salud del planeta y de las comunidades que dependen de ellos.",¿Cuántas especies están en peligro de extinción debido a la pérdida de hábitat?,190,1.200,Un millón,C,El Informe de la Plataforma Intergubernamental sobre Biodiversidad y Servicios Ecosistémicos (IPBES) de 2019 advirtió que alrededor de 1 millón de especies animales y vegetales en todo el mundo están en peligro de extinción,3
,662,Ecología y ambiente,contaminación,La contaminación del aire es un grave problema ambiental que afecta la salud de las personas y de la fauna.,¿Cuál es el contaminante más común en el aire urbano?,Ácido Sulfúrico,Dióxido de nitrógeno,Sulfato de sodio,B,"Los contaminantes más comunes en el aire urbano suelen ser el dióxido de nitrógeno (NO2), el dióxido de azufre (SO2), las partículas suspendidas en el aire (PM2.5 y PM10), y el ozono troposférico (O3), entre otros. Estos contaminantes pueden variar según la ubicación y las fuentes de contaminación en una zona urbana específica.",3
,663,Ecología y ambiente,agricultura,"El uso excesivo de fertilizantes puede causar la eutrofización del agua, que es el enriquecimiento de nutrientes que causa un crecimiento excesivo de algas y plantas acuáticas.",¿Qué consecuencias puede tener la eutrofización del agua?,Reducción de la población de peces,Aumento de la temperatura del agua,Reducción de la calidad del agua,A,"La eutrofización del agua es el enriquecimiento de nutrientes que causa un crecimiento excesivo de algas y plantas acuáticas. Este exceso de nutrientes proviene frecuentemente de fuentes humanas, como la escorrentía agrícola, la liberación de aguas residuales sin tratar o la escorrentía de fertilizantes. A medida que estas plantas mueren y se descomponen, se agota el oxígeno en el agua, lo que puede llevar a la muerte de peces y otros organismos acuáticos y causar problemas ambientales graves.",4
,664,Ecología y ambiente,ecosistema,"En nuestro planeta, hay una gran variedad de especies animales que tienen adaptaciones sorprendentes.",¿Cuál de las siguientes opciones describe mejor una adaptación de supervivencia en animales?,Tienen una dieta equilibrada,Pueden regular su temperatura corporal,Tienen habilidades sociales desarrolladas,B,"La capacidad de regular la temperatura corporal es una adaptación clave que permite a los animales sobrevivir en diferentes entornos y condiciones climáticas, lo que les ayuda a mantener su metabolismo y funcionamiento adecuado en un rango de temperaturas específico. Esta adaptación es esencial para la supervivencia de muchos animales en una variedad de hábitats.",2
,665,Ecología y ambiente,,Los cascos polares son ecosistemas frágiles y únicos que albergan una gran biodiversidad y son esenciales para el equilibrio climático. ,¿Qué es el efecto albedo?,El proceso de fusión de los glaciares en el Ártico,La capacidad de una superficie para reflejar la radiación solar,La erosión costera,B,"El efecto albedo se refiere a la capacidad de una superficie para reflejar la radiación solar. En los cascos polares, la nieve y el hielo reflejan gran parte de la radiación solar, lo que ayuda a mantener fresco el clima de la Tierra. Sin embargo, el derretimiento del hielo y la nieve disminuyen el efecto albedo, lo que provoca un aumento en la absorción de calor y acelera el calentamiento global.",5
,666,Ecología y ambiente,contaminación,El ozono es un gas que se encuentra en la atmósfera de la Tierra y actúa como un escudo protector.,¿Qué efectos puede causar la destrucción de la capa de ozono?,Disminución de la temperatura,Aumento de la radiación ultravioleta,Lluvias intensas,B,"La destrucción de la capa de ozono puede aumentar la cantidad de radiación ultravioleta que llega a la Tierra, lo que puede causar problemas de salud: Aumento del riesgo de cáncer de piel, daño ocular, envejecimiento prematuro de la piel, efectos sobre la salud cardiovascular.",4
